Date,Open,High,Low,Close,Adj Close,Volume
2016-04-11,202000.000000,204000.000000,201500.000000,201500.000000,178816.781250,122004
2016-04-12,201000.000000,204500.000000,201000.000000,203500.000000,180591.640625,103344
2016-04-14,205000.000000,211500.000000,204000.000000,211000.000000,187247.328125,283490
2016-04-15,210000.000000,212000.000000,208500.000000,210500.000000,186803.625000,175153
2016-04-18,208500.000000,210000.000000,207000.000000,209000.000000,185472.484375,105977
2016-04-19,208500.000000,209000.000000,206000.000000,206500.000000,183253.921875,131069
2016-04-20,205500.000000,208000.000000,205000.000000,206500.000000,183253.921875,98017
2016-04-21,206500.000000,207000.000000,204000.000000,204500.000000,181479.062500,164723
2016-04-22,203000.000000,203500.000000,201500.000000,201500.000000,178816.781250,222050
2016-04-25,201500.000000,204000.000000,201000.000000,202500.000000,179704.203125,150147
2016-04-26,202500.000000,208000.000000,201500.000000,206500.000000,183253.921875,163104
2016-04-27,205500.000000,207000.000000,203500.000000,203500.000000,180591.640625,196097
2016-04-28,203500.000000,212500.000000,203500.000000,210500.000000,186803.625000,384732
2016-04-29,210000.000000,210000.000000,205000.000000,206000.000000,182810.203125,201207
2016-05-02,206500.000000,211000.000000,204500.000000,210000.000000,186359.921875,119059
2016-05-03,209000.000000,214000.000000,207500.000000,213500.000000,189465.937500,213211
2016-05-04,212500.000000,215000.000000,211000.000000,212000.000000,188134.781250,222288
2016-05-09,211000.000000,212500.000000,207000.000000,210000.000000,186359.921875,154524
2016-05-10,208000.000000,213500.000000,208000.000000,211000.000000,187247.328125,115033
2016-05-11,212500.000000,213000.000000,210000.000000,212500.000000,188578.484375,96691
2016-05-12,211000.000000,214000.000000,210500.000000,213500.000000,189465.937500,115025
2016-05-13,213500.000000,214500.000000,212000.000000,213000.000000,189022.187500,82334
2016-05-16,211500.000000,214000.000000,209500.000000,212000.000000,188134.781250,81296
2016-05-17,210500.000000,211500.000000,209000.000000,210000.000000,186359.921875,75644
2016-05-18,209000.000000,211000.000000,206000.000000,211000.000000,187247.328125,117141
2016-05-19,208500.000000,211000.000000,208000.000000,210500.000000,186803.625000,71479
2016-05-20,208500.000000,211000.000000,208000.000000,210500.000000,186803.625000,83005
2016-05-23,211000.000000,211000.000000,208000.000000,209000.000000,185472.484375,84656
2016-05-24,208500.000000,215500.000000,208000.000000,215000.000000,190797.062500,182232
2016-05-25,215000.000000,217500.000000,213500.000000,215500.000000,191240.765625,121956
2016-05-26,215000.000000,215500.000000,212500.000000,213000.000000,189022.187500,52430
2016-05-27,213500.000000,217000.000000,213000.000000,216500.000000,192128.187500,128201
2016-05-30,217000.000000,220000.000000,215500.000000,220000.000000,195234.187500,158401
2016-05-31,220000.000000,222500.000000,218500.000000,222000.000000,197009.046875,399830
2016-06-01,222000.000000,222500.000000,214500.000000,218500.000000,193903.062500,267695
2016-06-02,216000.000000,217500.000000,215000.000000,216000.000000,191684.500000,143748
2016-06-03,218500.000000,220000.000000,216500.000000,220000.000000,195234.187500,129860
2016-06-07,219000.000000,221500.000000,216000.000000,221500.000000,196565.343750,122945
2016-06-08,219000.000000,220000.000000,217000.000000,219000.000000,194346.765625,193471
2016-06-09,217500.000000,219000.000000,214000.000000,217000.000000,192571.921875,380552
2016-06-10,214500.000000,215000.000000,212000.000000,212000.000000,188134.781250,172038
2016-06-13,212000.000000,212000.000000,208000.000000,211000.000000,187247.328125,134159
2016-06-14,211000.000000,217000.000000,210000.000000,216000.000000,191684.500000,173458
2016-06-15,214000.000000,217500.000000,213500.000000,216000.000000,191684.500000,141843
2016-06-16,214000.000000,216000.000000,210500.000000,210500.000000,186803.625000,111792
2016-06-17,211500.000000,212500.000000,209000.000000,210000.000000,186359.921875,105528
2016-06-20,211000.000000,213000.000000,209000.000000,209500.000000,185916.187500,146755
2016-06-21,210000.000000,210500.000000,208500.000000,209500.000000,185916.187500,101612
2016-06-22,209000.000000,212000.000000,209000.000000,210000.000000,186359.921875,119387
2016-06-23,209000.000000,211500.000000,209000.000000,210000.000000,186359.921875,75945
2016-06-24,210500.000000,212500.000000,204500.000000,208500.000000,185028.781250,206943
2016-06-27,208500.000000,214000.000000,207500.000000,211500.000000,187691.046875,190822
2016-06-28,210000.000000,213000.000000,210000.000000,212500.000000,188578.484375,149553
2016-06-29,211000.000000,218000.000000,211000.000000,217000.000000,193482.437500,181552
2016-06-30,218000.000000,219500.000000,215000.000000,215500.000000,192144.984375,97543
2016-07-01,215000.000000,219000.000000,215000.000000,218500.000000,194819.859375,129341
2016-07-04,216000.000000,219500.000000,215500.000000,219000.000000,195265.656250,109169
2016-07-05,217500.000000,218500.000000,215500.000000,216500.000000,193036.609375,73690
2016-07-06,216500.000000,217000.000000,212500.000000,215000.000000,191699.187500,83596
2016-07-07,216500.000000,217500.000000,212500.000000,214500.000000,191253.375000,80083
2016-07-08,213000.000000,216000.000000,213000.000000,216000.000000,192590.812500,57297
2016-07-11,218500.000000,219000.000000,217000.000000,217000.000000,193482.437500,82607
2016-07-12,216500.000000,218000.000000,216000.000000,217000.000000,193482.437500,56841
2016-07-13,218500.000000,222000.000000,217500.000000,220000.000000,196157.281250,170865
2016-07-14,220000.000000,222500.000000,219500.000000,221000.000000,197048.937500,151693
2016-07-15,223000.000000,223500.000000,220500.000000,220500.000000,196603.125000,134521
2016-07-18,221000.000000,223500.000000,220500.000000,223000.000000,198832.156250,92996
2016-07-19,223000.000000,223500.000000,218000.000000,221000.000000,197048.937500,133174
2016-07-20,222500.000000,222500.000000,216500.000000,218000.000000,194374.046875,133670
2016-07-21,218500.000000,222500.000000,218500.000000,222500.000000,198386.343750,102072
2016-07-22,223000.000000,224000.000000,220500.000000,223500.000000,199277.984375,108911
2016-07-25,225000.000000,230500.000000,224000.000000,230000.000000,205073.515625,242294
2016-07-26,230000.000000,232500.000000,227000.000000,232000.000000,206856.796875,168291
2016-07-27,232000.000000,233500.000000,230500.000000,231000.000000,205965.187500,145344
2016-07-28,231000.000000,232500.000000,229000.000000,229500.000000,204627.718750,132506
2016-07-29,231500.000000,234000.000000,228000.000000,230000.000000,205073.515625,157571
2016-08-01,228500.000000,229500.000000,225500.000000,226500.000000,201952.828125,178229
2016-08-02,225000.000000,225500.000000,221000.000000,223500.000000,199277.984375,194318
2016-08-03,221500.000000,223500.000000,220500.000000,221000.000000,197048.937500,169555
2016-08-04,222500.000000,223500.000000,218500.000000,220500.000000,196603.125000,156595
2016-08-05,220500.000000,223000.000000,220500.000000,221000.000000,197048.937500,120227
2016-08-08,222000.000000,223500.000000,219000.000000,222000.000000,197940.546875,100101
2016-08-09,222000.000000,225500.000000,222000.000000,224500.000000,200169.609375,125963
2016-08-10,223000.000000,225000.000000,223000.000000,224000.000000,199723.796875,142021
2016-08-11,223500.000000,227000.000000,223000.000000,227000.000000,202398.656250,172999
2016-08-12,227000.000000,227500.000000,225000.000000,226500.000000,201952.828125,92615
2016-08-16,226500.000000,228000.000000,226000.000000,227000.000000,202398.656250,125619
2016-08-17,226000.000000,228500.000000,225500.000000,228000.000000,203290.296875,71979
2016-08-18,229000.000000,229000.000000,226500.000000,226500.000000,201952.828125,77448
2016-08-19,228000.000000,228000.000000,222500.000000,224000.000000,199723.796875,155828
2016-08-22,222000.000000,222500.000000,220000.000000,221000.000000,197048.937500,99900
2016-08-23,221000.000000,222000.000000,218500.000000,220000.000000,196157.281250,97058
2016-08-24,220000.000000,220500.000000,218500.000000,220500.000000,196603.125000,84103
2016-08-25,220500.000000,222500.000000,219000.000000,220500.000000,196603.125000,136669
2016-08-26,220500.000000,223000.000000,219500.000000,222500.000000,198386.343750,82775
2016-08-29,222000.000000,222500.000000,220000.000000,221000.000000,197048.937500,78832
2016-08-30,221000.000000,223000.000000,220000.000000,220500.000000,196603.125000,70156
2016-08-31,220000.000000,221500.000000,218500.000000,218500.000000,194819.859375,88109
2016-09-01,218500.000000,220000.000000,216500.000000,216500.000000,193036.609375,120438
2016-09-02,217500.000000,218000.000000,216000.000000,216000.000000,192590.812500,95241
2016-09-05,218000.000000,222500.000000,218000.000000,220500.000000,196603.125000,116754
2016-09-06,221000.000000,222000.000000,218500.000000,219500.000000,195711.484375,80818
2016-09-07,219000.000000,222500.000000,218000.000000,221000.000000,197048.937500,106139
2016-09-08,220500.000000,224500.000000,219500.000000,223500.000000,199277.984375,178297
2016-09-09,221500.000000,223000.000000,219000.000000,222000.000000,197940.546875,91086
2016-09-12,221000.000000,222000.000000,218500.000000,219000.000000,195265.656250,102125
2016-09-13,221000.000000,221500.000000,217000.000000,217500.000000,193928.250000,104080
2016-09-19,215500.000000,219500.000000,215500.000000,217000.000000,193482.437500,126473
2016-09-20,220500.000000,220500.000000,215500.000000,217000.000000,193482.437500,151515
2016-09-21,215500.000000,218000.000000,215500.000000,216000.000000,192590.812500,91783
2016-09-22,216000.000000,219000.000000,216000.000000,218000.000000,194374.046875,114776
2016-09-23,220000.000000,221000.000000,218500.000000,220500.000000,196603.125000,142865
2016-09-26,221500.000000,223500.000000,220500.000000,221000.000000,197048.937500,86081
2016-09-27,221000.000000,223500.000000,219500.000000,222000.000000,197940.546875,148938
2016-09-28,221000.000000,223500.000000,220500.000000,222500.000000,198386.343750,121334
2016-09-29,224000.000000,227500.000000,223500.000000,226000.000000,201507.031250,169167
2016-09-30,226500.000000,227000.000000,223000.000000,226000.000000,201507.031250,167857
2016-10-04,225000.000000,225500.000000,224000.000000,224500.000000,200169.609375,152682
2016-10-05,222000.000000,223500.000000,220000.000000,222500.000000,198386.343750,160603
2016-10-06,218500.000000,220000.000000,217000.000000,219000.000000,195265.656250,123495
2016-10-07,218000.000000,219000.000000,215500.000000,216000.000000,192590.812500,188082
2016-10-10,218000.000000,220500.000000,217500.000000,219500.000000,195711.484375,156419
2016-10-11,221500.000000,221500.000000,218500.000000,219500.000000,195711.484375,101589
2016-10-12,220500.000000,221000.000000,219000.000000,219000.000000,195265.656250,104841
2016-10-13,218000.000000,220000.000000,216500.000000,219500.000000,195711.484375,137901
2016-10-14,220000.000000,221500.000000,219000.000000,221000.000000,197048.937500,103212
2016-10-17,221000.000000,226500.000000,219500.000000,225500.000000,201061.218750,203974
2016-10-18,225000.000000,229000.000000,224500.000000,227500.000000,202844.468750,171136
2016-10-19,227500.000000,230000.000000,227000.000000,229000.000000,204181.906250,135654
